id,english,source_file
entity-effect-guidebook-ignite,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-make-sentient,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-make-polymorph,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-modify-bleed-amount,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-modify-blood-level,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-paralyze,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-movespeed-modifier,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-reset-narcolepsy,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-wash-cream-pie-reaction,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-cure-zombie-infection,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-cause-zombie-infection,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-innoculate-zombie-infection,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-reduce-rotting,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-area-reaction,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-add-to-solution-reaction,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-artifact-unlock,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-artifact-durability-restore,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-attribute,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-cryoxadone,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-phalanximine,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-diethylamine,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-robust-harvest,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-seeds-add,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-seeds-remove,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
entity-effect-guidebook-plant-mutate-chemicals,,Resources/Locale/en-US/Guidebook/entity-effects/effects.ftl
guide-entry-automation,Automation,Resources/Locale/en-US/_Goobstation/Guidebook/guides.ftl
guide-entry-cd-records,Character Records,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-cd,Cosmatic Drift Rules,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-cd,Cosmatic Drift Content,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-cd-newplayer,Welcome to Cosmatic Drift!,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-ic,In Character Policy,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-core,Standard Operating Procedure,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-restricted,List of Restricted Items,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-command,Command,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-sec,Security,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-engi,Engineering,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-med,Medical,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-sci,Science,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-cargo,Cargo,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-rules-sop-service,Service,Resources/Locale/en-US/_CD/Guidebook/guides.ftl
guide-entry-nuclear-reactor,Nuclear Reactor,Resources/Locale/en-US/_FarHorizons/Guidebook/guides.ftl
guide-entry-nuclear-materials,Material Effects,Resources/Locale/en-US/_FarHorizons/Guidebook/guides.ftl
guideboook-microwave-fry-time,Fry for [bold]{$time}[/bold] seconds,Resources/Locale/en-US/_DV/Guidebook/cooking.ftl
guidebook-microwave-cook-time-deltav,Microwave for,Resources/Locale/en-US/_DV/Guidebook/cooking.ftl
guide-entry-deltav-Rules,Delta-V Rules,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-0,0. Admin Discretion,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-a1,A1. No Sexual Content/Themes,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-a2,A2. Use English and be respectful,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-a3,A3. Rules regarding livestreaming,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-a4,A4. Engage in proper AHelp etiquette,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-a5,A5. Do not exploit the game,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-1,B1. Behave like a normal person,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-2,B2. Follow the Metashield,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-3,B3. Powergaming Guidelines,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-4,B4. Do not behave like an antagonist as a non-antagonist,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-5,B5. Leaving Guidelines,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-c1,"C1. Command, Security and Justice Guidelines",Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-c2,C2. Prisoner Guidelines,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-c3,C3. Follow Antagonist Guidelines,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s1,S1. Laws are your rules,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s2,S2. Laws are prioritized in order,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s3,S3. Laws can redefine words,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s4,S4. You cannot allow a law change,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s5,"S5. If no laws, you are a free agent",Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s6,S6. Not required to follow stupid orders,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s7,S7. You must be consistent.,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s8,S8. Crew definition by default.,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s9,S9. Harm definition by default.,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deltav-rule-s10,S10. You resolve conflicts between orders.,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-alert-levels,Alert Levels,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-justice,Justice,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-whitelist,Whitelist,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-science,Epistemics,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-glimmer-creatures,Glimmer Creatures,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-altars,Altars,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-psionics,Psionics,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-reverse-engineering,Reverse Engineering,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-trade-station,Trade Station,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-cargo,Logistics,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-frequently-used-chemicals,Frequently Used Chemicals,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
guide-entry-deepfried-recipes,Deep-Fried,Resources/Locale/en-US/_DV/Guidebook/guides.ftl
reagent-explanation-netinadone-ribcage,the target's ribcage is open,Resources/Locale/en-US/_DV/Guidebook/chemistry/conditions.ftl
reagent-effect-status-effect-PsionicallyInsulated,psionic insulation,Resources/Locale/en-US/_DV/Guidebook/chemistry/statuseffects.ftl
reagent-effect-status-effect-PsionicsDisabled,inability to use psionic powers,Resources/Locale/en-US/_DV/Guidebook/chemistry/statuseffects.ftl
reagent-effect-status-effect-Anesthesia,surgical anesthesia,Resources/Locale/en-US/_DV/Guidebook/chemistry/statuseffects.ftl
reagent-effect-status-effect-ScrambledSpeech,scrambled speech,Resources/Locale/en-US/_DV/Guidebook/chemistry/statuseffects.ftl
reagent-effect-status-effect-PainNumbness,inability to sense pain,Resources/Locale/en-US/_DV/Guidebook/chemistry/statuseffects.ftl
reagent-effect-status-effect-RepeatingTelepath,to involuntarily repeat telepathic messages,Resources/Locale/en-US/_DV/Guidebook/chemistry/statuseffects.ftl
reagent-effect-guidebook-addicted,,Resources/Locale/en-US/_DV/Guidebook/chemistry/effects.ftl
reagent-effect-guidebook-addiction-suppression,,Resources/Locale/en-US/_DV/Guidebook/chemistry/effects.ftl
entity-effect-status-effect-PsionicallyInsulated,psionic insulation,Resources/Locale/en-US/_DV/Guidebook/entity-effects/statuseffects.ftl
entity-effect-status-effect-PsionicsDisabled,inability to use psionic powers,Resources/Locale/en-US/_DV/Guidebook/entity-effects/statuseffects.ftl
entity-effect-status-effect-Anesthesia,surgical anesthesia,Resources/Locale/en-US/_DV/Guidebook/entity-effects/statuseffects.ftl
entity-effect-status-effect-PainNumbness,inability to sense pain,Resources/Locale/en-US/_DV/Guidebook/entity-effects/statuseffects.ftl
entity-effect-status-effect-RepeatingTelepath,involuntarily repetition of telepathic messages,Resources/Locale/en-US/_DV/Guidebook/entity-effects/statuseffects.ftl
guide-entry-exotic,Exotic,Resources/Locale/en-US/_Funkystation/Guidebook/guides.ftl
guide-entry-surgery,Surgery,Resources/Locale/en-US/_Shitmed/Guidebook/guides.ftl
guide-entry-partmanipulation,Part Manipulation,Resources/Locale/en-US/_Shitmed/Guidebook/guides.ftl
guide-entry-organmanipulation,Organ Manipulation,Resources/Locale/en-US/_Shitmed/Guidebook/guides.ftl
guide-entry-utilitysurgeries,Utility Surgeries,Resources/Locale/en-US/_Shitmed/Guidebook/guides.ftl
guide-entry-autodoc,Autodoc,Resources/Locale/en-US/_Shitmed/Guidebook/guides.ftl
guide-entry-conspirators,Conspirators,Resources/Locale/en-US/_Harmony/Guidebook/guides.ftl
guidebook-window-title,Довідник,Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-placeholder-text,Виберіть запис.,Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-placeholder-text-2,"Якщо ви новачок, виберіть самий верхній запис, щоб почати",Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-filter-placeholder-text,Фільтрувати предмети,Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-parser-error,Помилка парсера,Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-error-message,Повідомлення про помилку,Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-monkey-unspin,Відкрутити Мавпу,Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-monkey-disco,Диско Мавпа,Resources/Locale/uk-UA/Guidebook/guidebook.ftl
guidebook-microwave-ingredients-header,Інгредієнти,Resources/Locale/uk-UA/Guidebook/cooking.ftl
guidebook-microwave-cook-time-header,Час приготування,Resources/Locale/uk-UA/Guidebook/cooking.ftl
guidebook-microwave-cook-time,{ $time ->,Resources/Locale/uk-UA/Guidebook/cooking.ftl
guidebook-microwave-reagent-color-display,[color={$color}]■[/color],Resources/Locale/uk-UA/Guidebook/cooking.ftl
guidebook-microwave-reagent-name-display,[bold]{$reagent}[/bold],Resources/Locale/uk-UA/Guidebook/cooking.ftl
guidebook-microwave-reagent-quantity-display,× {$amount}u,Resources/Locale/uk-UA/Guidebook/cooking.ftl
guidebook-microwave-solid-name-display,[bold]{$ingredient}[/bold],Resources/Locale/uk-UA/Guidebook/cooking.ftl
guidebook-microwave-solid-quantity-display,× {$amount},Resources/Locale/uk-UA/Guidebook/cooking.ftl
guide-entry-ss14,Космічна Станція 14,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-engineering,Інженерія,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-construction,Будівництво,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-expandingrepairingstation,Розширення та ремонт станції,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-airlock-security,Модернізація шлюзів,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-wirepanels,Панелі з проводами,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-airlocks,Шлюзи,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-atmospherics,Атмосфера,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pipes,Труби,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pumps,Насоси,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-gasmanipulation,Маніпуляція газами,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-atmosphereinout,Вхід/вихід атмосфери,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-airvent,Вентиляційний отвір,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-passivevent,Пасивний вентиляційний отвір,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-airinjector,Повітряний інжектор,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-airscrubber,Повітряний скрубер,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-portablescrubber,Портативний скрубер,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-valves,Клапани,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-manualvalve,Ручний клапан,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-signalvalve,Сигнальний клапан,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pneumaticvalve,Пневматичний клапан,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-passivegate,Пасивний шлюз,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-ressureregulator,Регулятор тиску,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-mixingandfiltering,Змішування та фільтрація,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-gascanisters,Газові балони,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-thermomachines,Термомашини,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-gascondensing,Конденсація газу,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-gasrecycling,Переробка газу,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-radiators,Радіатори,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-atmosphericssystems,Атмосферні системи,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pipenetworks,Трубопровідні мережі,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-devicemonitoringandcontrol,Моніторинг та керування пристроями,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-airalarms,Повітряні тривоги,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-atmosphericalertscomputer,Консоль атмосферних сповiщень,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-atmosphericnetworkmonitor,Консоль атмосферної мережi,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-fireandgascontrol,Контроль пожежi та газу,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-gasminingandstorage,Видобуток та зберігання газу,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-atmosphericupsets,Атмосферні порушення,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-fires,Пожежі та розгерметизації,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-spacing,Розгерметизація,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-deltapressure,Дельта тиску,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-atmostools,Інструменти атмос-техніка,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-gasses,Гази,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-botany,Ботаніка,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-shuttle-craft,Шатлобудування,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-networking,Налаштування мережі,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-access-configurator,Конфігуратор доступу,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-power,Електроживлення,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-inspectingpower,Перевірка живлення,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-powerstorage,Зберігання енергії,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-ramping,Підвищення потужності,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-voltagenetworks,Мережі напруги,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-generators,Генератори,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-portable-generator,Портативні генератори,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-ame,Двигун на антиматерії (ДАМ),Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-singularityteslaengine,Сингулярність / Тесла,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-singularityengine,Двигун на сингулярності,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-teslaengine,Двигун Тесли,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-solarpanels,Сонячні панелі,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-teg,Термоелектричний генератор (ТЕГ),Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rtg,РТГ,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-jobs,Вакансії,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-cargo-bounties,Винагороди за Вантаж,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-salvage,Видобування,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-survival,Виживання,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-janitorial,Прибиральництво,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-bartender,Бармен,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-chef,Шеф,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-medical,Медичні,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-medicaldoctor,Медичний Доктор,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-chemist,Хімік,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-brute,Удосконалені Ліки Шкоди,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-botanicals,Ботаніка,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-cloning,Клонування,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-cryogenics,Кріогеніка,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-technologies,Технологія,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-anomalous-research,Дослідження аномалій,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-scanners-and-vessels,Сканери та судини,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-ape,А.Р.Е.,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-xenoarchaeology,Ксеноархеологія,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-xenoarchaeologyunlockingnodes,Розблокування вузлів,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-analysisconsole,Консоль аналізу,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-artifact-reports,Дослідження артефактів,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-traversal-distorter,Дефлектор Обхіду,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-machine-upgrading,Покращення Обладнання,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-robotics,Робототехніка,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-cyborgs,Кіборги,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-security,Безпека Станції,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-forensics,Криміналістика,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-defusal,Знешкодження бомби,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-criminal-records,Кримінальні записи,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-command,Командування,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-service,Сервіс,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-newplayer,Новачок? Починайте тут!,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-charactercreation,Створення персонажів,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-species,Раси,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-yourfirstcharacter,Ваш перший герой,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-controls,Керування,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-radio,Радіо,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-references,Таблиці та довідники,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-chemicals,Хімікати,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-drinks,Напої,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-foodrecipes,Рецепти,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-elements,Елементи,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-medicine,Медицина,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-narcotics,Наркотики,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pyrotechnics,Піротехніка,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-toxins,Токсини,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-foods,Продукти харчування,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-biological,Біологічний,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-botanical,Ботанічні препарати,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-special,Особливе,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-others,Інше,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pizza-recipes,Рецепти піци,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-savory-recipes,Солоні страви,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-bread-recipes,Хліб,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-breakfast-recipes,Сніданки,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-moth-recipes,Їжа для молі,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pasta-recipes,Паста та локшина,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-dessert-recipes,Десерти та випічка,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-soup-recipes,Супи та рагу,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-pie-recipes,Пироги та тарти,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-barsandcookies-recipes,Батончики та печиво,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-cake-recipes,Торти,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-salad-recipes,Салати,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-medicinal-recipes,Лікувальні,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-other-recipes,Інше,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-secret-recipes,Секретні рецепти,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-lawsets,Набори законів для силіконів,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-antagonists,Антагоністи,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-nuclear-operatives,Ядерні Оперативники,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-traitors,Зрадники,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-zombies,Зомбі,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-revolutionaries,Революціонери,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-minor-antagonists,Малі антагоністи,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-space-ninja,Космічний Ніндзя,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-thieves,Злодії,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-wizard,Чарівник,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-xenoborgs,Ксеноборги,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules,Правила сервера,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-core-only,Тільки основний набір правил,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-lrp,Стандартний набір правил,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-mrp,Набір правил MRP,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-role-types,Типи ролей,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-core,Основні правила,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c1,C1,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c2,C2,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c3,C3,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c4,C4,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c5,C5,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c6,C6,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c7,C7,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c8,C8,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c9,C9,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c10,C10,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c11,C11,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c12,C12,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c13,C13,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-c14,C14,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-roleplay,Правила рольової гри,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-r1,R1,Resources/Locale/uk-UA/Guidebook/guides.ftl
guide-entry-rules-r2,R2,Resources/Locale/uk-UA/Guidebook/guides.ftl
